transaction_id,basket_id,transaction_date,transaction_time,customer_id,store_id,product_id,quantity,unit_selling_price,discount_amount,sales_amount,day_of_week
T000011931,B00004444,2024-05-26,18:53:28,C01258,S003,P0022,1,150,0,150,日
T000011932,B00004444,2024-05-26,18:53:28,C01258,S003,P0180,1,250,0,250,日
T000011933,B00004444,2024-05-26,18:53:28,C01258,S003,P0093,1,350,0,350,日
T000011934,B00004444,2024-05-26,18:53:28,C01258,S003,P0005,3,140,0,420,日
T000011935,B00004444,2024-05-26,18:53:28,C01258,S003,P0162,1,400,0,400,日
T000011936,B00004444,2024-05-26,18:53:28,C01258,S003,P0176,1,160,0,160,日
T000011937,B00004445,2026-01-20,07:49:00,C01777,S003,P0162,1,400,0,400,火
T000011938,B00004445,2026-01-20,07:49:00,C01777,S003,P0130,1,280,0,280,火
T000011939,B00004446,2025-11-08,14:08:41,C00367,S018,P0091,1,250,0,250,土
T000011940,B00004446,2025-11-08,14:08:41,C00367,S018,P0183,1,224,56,224,土
T000011941,B00004446,2025-11-08,14:08:41,C00367,S018,P0036,1,220,0,220,土
T000011942,B00004446,2025-11-08,14:08:41,C00367,S018,P0130,1,280,0,280,土
T000011943,B00004447,2024-10-07,20:23:59,C00900,S020,P0143,1,160,0,160,月
T000011944,B00004447,2024-10-07,20:23:59,C00900,S020,P0057,1,200,0,200,月
T000011945,B00004448,2024-11-15,10:01:04,C01861,S015,P0126,3,350,0,1050,金
T000011946,B00004448,2024-11-15,10:01:04,C01861,S015,P0110,1,280,0,280,金
T000011947,B00004449,2025-08-11,12:23:50,C00782,S004,P0065,2,150,0,300,月
T000011948,B00004450,2025-04-29,15:32:16,C00998,S020,P0034,1,220,0,220,火
T000011949,B00004450,2025-04-29,15:32:16,C00998,S020,P0049,1,150,0,150,火
T000011950,B00004451,2025-04-07,10:38:25,C01300,S005,P0107,1,200,0,200,月
T000011951,B00004452,2025-02-23,14:03:37,C00978,S001,P0037,1,150,0,150,日
T000011952,B00004452,2025-02-23,14:03:37,C00978,S001,P0052,1,280,0,280,日
T000011953,B00004453,2024-06-05,15:07:33,C00315,S004,P0039,1,136,34,136,水
T000011954,B00004453,2024-06-05,15:07:33,C00315,S004,P0047,1,160,0,160,水
T000011955,B00004454,2025-11-04,14:39:38,C00904,S006,P0155,2,250,0,500,火
T000011956,B00004454,2025-11-04,14:39:38,C00904,S006,P0104,1,500,0,500,火
T000011957,B00004455,2025-04-24,19:38:30,C01214,S016,P0034,1,220,0,220,木
T000011958,B00004455,2025-04-24,19:38:30,C01214,S016,P0049,1,150,0,150,木
T000011959,B00004456,2024-12-17,12:02:10,C00291,S005,P0039,1,170,0,170,火
T000011960,B00004456,2024-12-17,12:02:10,C00291,S005,P0048,1,150,0,150,火
T000011961,B00004457,2025-06-18,21:25:01,C00482,S007,P0052,1,280,0,280,水
T000011962,B00004457,2025-06-18,21:25:01,C00482,S007,P0034,1,220,0,220,水
T000011963,B00004458,2025-09-05,14:41:39,C00069,S011,P0132,1,260,0,260,金
T000011964,B00004459,2025-04-05,20:36:48,C00072,S009,P0174,1,160,0,160,土
T000011965,B00004459,2025-04-05,20:36:48,C00072,S009,P0036,1,220,0,220,土
T000011966,B00004460,2024-06-23,13:07:40,C00203,S008,P0040,3,150,0,450,日
T000011967,B00004460,2024-06-23,13:07:40,C00203,S008,P0048,1,150,0,150,日
T000011968,B00004461,2024-08-18,13:12:21,C01254,S017,P0016,1,150,0,150,日
T000011969,B00004461,2024-08-18,13:12:21,C01254,S017,P0044,1,150,0,150,日
T000011970,B00004461,2024-08-18,13:12:21,C01254,S017,P0034,1,220,0,220,日
T000011971,B00004461,2024-08-18,13:12:21,C01254,S017,P0040,1,150,0,150,日
T000011972,B00004462,2025-06-14,22:04:26,C00370,S014,P0037,1,150,0,150,土
T000011973,B00004462,2025-06-14,22:04:26,C00370,S014,P0174,1,160,0,160,土
T000011974,B00004463,2025-08-30,12:50:18,C01774,S004,P0062,1,135,15,135,土
T000011975,B00004463,2025-08-30,12:50:18,C01774,S004,P0131,1,270,0,270,土
T000011976,B00004463,2025-08-30,12:50:18,C01774,S004,P0005,1,140,0,140,土
T000011977,B00004463,2025-08-30,12:50:18,C01774,S004,P0015,1,160,0,160,土
T000011978,B00004463,2025-08-30,12:50:18,C01774,S004,P0162,1,400,0,400,土
T000011979,B00004463,2025-08-30,12:50:18,C01774,S004,P0003,1,140,0,140,土
T000011980,B00004464,2026-01-20,21:23:31,C00215,S020,P0062,1,150,0,150,火
T000011981,B00004464,2026-01-20,21:23:31,C00215,S020,P0099,1,220,0,220,火
T000011982,B00004465,2024-08-11,12:13:50,C01507,S009,P0056,1,150,0,150,日
T000011983,B00004465,2024-08-11,12:13:50,C01507,S009,P0063,3,300,0,900,日
T000011984,B00004465,2024-08-11,12:13:50,C01507,S009,P0048,1,150,0,150,日
T000011985,B00004466,2025-08-01,13:43:07,C00513,S008,P0170,1,180,0,180,金
T000011986,B00004466,2025-08-01,13:43:07,C00513,S008,P0131,1,270,0,270,金
T000011987,B00004466,2025-08-01,13:43:07,C00513,S008,P0162,3,400,0,1200,金
T000011988,B00004466,2025-08-01,13:43:07,C00513,S008,P0005,1,112,28,112,金
T000011989,B00004467,2025-04-27,14:44:09,C00322,S006,P0047,1,160,0,160,日
T000011990,B00004467,2025-04-27,14:44:09,C00322,S006,P0033,1,220,0,220,日
T000011991,B00004467,2025-04-27,14:44:09,C00322,S006,P0083,1,250,0,250,日
T000011992,B00004467,2025-04-27,14:44:09,C00322,S006,P0143,1,152,8,152,日
T000011993,B00004467,2025-04-27,14:44:09,C00322,S006,P0164,1,160,0,160,日
T000011994,B00004468,2024-11-29,11:45:11,C00758,S009,P0098,1,220,0,220,金
T000011995,B00004468,2024-11-29,11:45:11,C00758,S009,P0107,1,200,0,200,金
T000011996,B00004468,2024-11-29,11:45:11,C00758,S009,P0106,1,280,0,280,金
T000011997,B00004468,2024-11-29,11:45:11,C00758,S009,P0118,1,350,0,350,金
T000011998,B00004468,2024-11-29,11:45:11,C00758,S009,P0132,1,260,0,260,金
T000011999,B00004469,2024-07-03,11:59:23,C00797,S019,P0089,1,160,0,160,水
T000012000,B00004469,2024-07-03,11:59:23,C00797,S019,P0105,1,530,0,530,水
T000012001,B00004469,2024-07-03,11:59:23,C00797,S019,P0155,1,250,0,250,水
T000012002,B00004469,2024-07-03,11:59:23,C00797,S019,P0115,1,250,0,250,水
T000012003,B00004469,2024-07-03,11:59:23,C00797,S019,P0081,3,250,0,750,水
T000012004,B00004469,2024-07-03,11:59:23,C00797,S019,P0102,1,475,25,475,水
T000012005,B00004469,2024-07-03,11:59:23,C00797,S019,P0124,1,250,0,250,水
T000012006,B00004469,2024-07-03,11:59:23,C00797,S019,P0132,1,260,0,260,水
T000012007,B00004470,2024-11-15,09:48:18,C01429,S014,P0049,1,150,0,150,金
T000012008,B00004470,2024-11-15,09:48:18,C01429,S014,P0086,1,350,0,350,金
T000012009,B00004471,2024-04-08,20:53:07,C00803,S004,P0075,1,280,0,280,月
T000012010,B00004471,2024-04-08,20:53:07,C00803,S004,P0070,1,350,0,350,月
T000012011,B00004471,2024-04-08,20:53:07,C00803,S004,P0036,1,220,0,220,月
T000012012,B00004472,2025-03-13,12:35:40,C01163,S016,P0148,1,298,52,298,木
T000012013,B00004472,2025-03-13,12:35:40,C01163,S016,P0016,1,150,0,150,木
T000012014,B00004473,2025-01-15,14:19:57,C00567,S001,P0129,1,128,22,128,水
T000012015,B00004473,2025-01-15,14:19:57,C00567,S001,P0107,1,200,0,200,水
T000012016,B00004473,2025-01-15,14:19:57,C00567,S001,P0106,1,280,0,280,水
T000012017,B00004474,2024-12-05,12:13:36,C00363,S005,P0107,3,200,0,600,木
T000012018,B00004474,2024-12-05,12:13:36,C00363,S005,P0106,1,280,0,280,木
T000012019,B00004475,2026-01-16,15:08:33,C00914,S009,P0175,1,160,0,160,金
T000012020,B00004475,2026-01-16,15:08:33,C00914,S009,P0092,1,360,40,360,金
T000012021,B00004475,2026-01-16,15:08:33,C00914,S009,P0166,1,200,0,200,金
T000012022,B00004475,2026-01-16,15:08:33,C00914,S009,P0060,1,144,36,144,金
T000012023,B00004476,2026-01-21,12:27:53,C01344,S009,P0052,2,280,0,560,水
T000012024,B00004476,2026-01-21,12:27:53,C01344,S009,P0041,1,162,8,162,水
T000012025,B00004477,2025-07-14,15:13:11,C01849,S020,P0044,1,150,0,150,月
T000012026,B00004477,2025-07-14,15:13:11,C01849,S020,P0036,1,220,0,220,月
T000012027,B00004478,2025-04-21,18:45:25,C01531,S010,P0183,1,238,42,238,月
T000012028,B00004478,2025-04-21,18:45:25,C01531,S010,P0095,1,230,0,230,月
T000012029,B00004479,2025-05-29,07:25:17,C00121,S009,P0080,1,300,0,300,木
T000012030,B00004479,2025-05-29,07:25:17,C00121,S009,P0159,1,560,140,560,木
T000012031,B00004479,2025-05-29,07:25:17,C00121,S009,P0052,1,280,0,280,木
T000012032,B00004479,2025-05-29,07:25:17,C00121,S009,P0132,1,260,0,260,木
T000012033,B00004480,2024-12-15,15:23:58,C00058,S003,P0161,1,280,0,280,日
T000012034,B00004480,2024-12-15,15:23:58,C00058,S003,P0179,1,550,0,550,日
T000012035,B00004481,2025-08-01,12:46:15,C01859,S008,P0127,2,550,0,1100,金
T000012036,B00004481,2025-08-01,12:46:15,C01859,S008,P0112,3,200,0,600,金
T000012037,B00004482,2024-05-18,14:39:25,C00514,S016,P0032,1,220,0,220,土
T000012038,B00004482,2024-05-18,14:39:25,C00514,S016,P0047,1,160,0,160,土
T000012039,B00004482,2024-05-18,14:39:25,C00514,S016,P0036,1,220,0,220,土
T000012040,B00004482,2024-05-18,14:39:25,C00514,S016,P0110,2,280,0,560,土
T000012041,B00004482,2024-05-18,14:39:25,C00514,S016,P0151,1,280,0,280,土
T000012042,B00004483,2024-12-13,18:13:58,C00319,S014,P0143,1,160,0,160,金
T000012043,B00004483,2024-12-13,18:13:58,C00319,S014,P0010,1,110,0,110,金
T000012044,B00004484,2024-11-01,18:10:06,C01017,S004,P0121,1,230,0,230,金
T000012045,B00004484,2024-11-01,18:10:06,C01017,S004,P0180,1,250,0,250,金
T000012046,B00004484,2024-11-01,18:10:06,C01017,S004,P0059,1,180,0,180,金
T000012047,B00004484,2024-11-01,18:10:06,C01017,S004,P0021,1,150,0,150,金
T000012048,B00004484,2024-11-01,18:10:06,C01017,S004,P0044,1,150,0,150,金
T000012049,B00004485,2024-12-10,12:02:42,C01206,S014,P0108,1,170,30,170,火
T000012050,B00004485,2024-12-10,12:02:42,C01206,S014,P0106,1,280,0,280,火
T000012051,B00004486,2025-08-26,21:27:26,C01956,S006,P0131,1,270,0,270,火
T000012052,B00004486,2025-08-26,21:27:26,C01956,S006,P0177,1,150,0,150,火
T000012053,B00004487,2024-10-17,19:29:24,C00891,S016,P0023,1,150,0,150,木
T000012054,B00004487,2024-10-17,19:29:24,C00891,S016,P0086,1,350,0,350,木
T000012055,B00004488,2025-12-17,17:06:32,C00065,S009,P0126,1,315,35,315,水
T000012056,B00004488,2025-12-17,17:06:32,C00065,S009,P0149,1,380,0,380,水
T000012057,B00004488,2025-12-17,17:06:32,C00065,S009,P0184,1,200,0,200,水
T000012058,B00004488,2025-12-17,17:06:32,C00065,S009,P0103,1,500,0,500,水
T000012059,B00004488,2025-12-17,17:06:32,C00065,S009,P0112,1,200,0,200,水
T000012060,B00004488,2025-12-17,17:06:32,C00065,S009,P0051,1,250,0,250,水
T000012061,B00004489,2024-09-07,12:53:46,C00173,S012,P0146,1,450,0,450,土
T000012062,B00004490,2025-01-19,12:26:08,C00981,S010,P0027,1,100,0,100,日
T000012063,B00004490,2025-01-19,12:26:08,C00981,S010,P0044,1,150,0,150,日
T000012064,B00004491,2025-12-30,13:59:12,C00366,S009,P0151,1,238,42,238,火
T000012065,B00004491,2025-12-30,13:59:12,C00366,S009,P0036,1,220,0,220,火
T000012066,B00004491,2025-12-30,13:59:12,C00366,S009,P0049,1,150,0,150,火
T000012067,B00004492,2026-01-22,17:20:44,C00183,S020,P0126,1,350,0,350,木
T000012068,B00004492,2026-01-22,17:20:44,C00183,S020,P0111,1,252,28,252,木
T000012069,B00004493,2025-10-26,18:01:07,C01307,S014,P0033,1,220,0,220,日
T000012070,B00004493,2025-10-26,18:01:07,C01307,S014,P0047,1,160,0,160,日
T000012071,B00004494,2024-11-19,16:28:15,C01165,S005,P0048,3,150,0,450,火
T000012072,B00004494,2024-11-19,16:28:15,C01165,S005,P0041,1,170,0,170,火
T000012073,B00004495,2024-09-15,22:42:40,C01295,S003,P0178,2,180,0,360,日
T000012074,B00004495,2024-09-15,22:42:40,C01295,S003,P0180,1,250,0,250,日
T000012075,B00004495,2024-09-15,22:42:40,C01295,S003,P0025,1,150,0,150,日
T000012076,B00004495,2024-09-15,22:42:40,C01295,S003,P0151,1,280,0,280,日
T000012077,B00004495,2024-09-15,22:42:40,C01295,S003,P0031,1,210,0,210,日
T000012078,B00004495,2024-09-15,22:42:40,C01295,S003,P0187,1,150,0,150,日
T000012079,B00004496,2025-06-27,17:22:29,C00829,S011,P0127,1,523,27,523,金
T000012080,B00004496,2025-06-27,17:22:29,C00829,S011,P0110,3,280,0,840,金
T000012081,B00004497,2025-05-06,17:49:15,C00212,S007,P0053,1,250,0,250,火
T000012082,B00004498,2024-03-22,16:19:28,C01470,S005,P0126,1,315,35,315,金
T000012083,B00004498,2024-03-22,16:19:28,C01470,S005,P0113,1,280,0,280,金
T000012084,B00004499,2025-09-07,18:45:13,C01701,S004,P0172,2,120,0,240,日
T000012085,B00004500,2025-08-20,20:16:02,C01903,S003,P0021,1,150,0,150,水
T000012086,B00004500,2025-08-20,20:16:02,C01903,S003,P0153,1,250,0,250,水
T000012087,B00004500,2025-08-20,20:16:02,C01903,S003,P0165,1,150,0,150,水
T000012088,B00004501,2025-08-01,12:11:28,C00588,S013,P0118,1,350,0,350,金
T000012089,B00004501,2025-08-01,12:11:28,C00588,S013,P0117,2,315,35,630,金
T000012090,B00004502,2025-06-26,19:47:50,C01341,S007,P0012,1,130,0,130,木
T000012091,B00004502,2025-06-26,19:47:50,C01341,S007,P0041,3,170,0,510,木
T000012092,B00004503,2024-08-16,19:57:20,C01392,S013,P0160,1,550,0,550,金
T000012093,B00004503,2024-08-16,19:57:20,C01392,S013,P0134,1,250,0,250,金
T000012094,B00004504,2025-11-20,14:58:21,C00422,S019,P0045,1,150,0,150,木
T000012095,B00004504,2025-11-20,14:58:21,C00422,S019,P0014,1,160,0,160,木
T000012096,B00004504,2025-11-20,14:58:21,C00422,S019,P0048,1,150,0,150,木
T000012097,B00004505,2024-09-01,18:11:00,C01199,S017,P0052,1,280,0,280,日
T000012098,B00004505,2024-09-01,18:11:00,C01199,S017,P0034,1,220,0,220,日
T000012099,B00004506,2025-04-28,15:35:43,C00586,S017,P0062,1,150,0,150,月
T000012100,B00004506,2025-04-28,15:35:43,C00586,S017,P0112,2,200,0,400,月
T000012101,B00004507,2025-04-29,08:57:34,C00647,S010,P0047,1,160,0,160,火
T000012102,B00004507,2025-04-29,08:57:34,C00647,S010,P0040,1,128,22,128,火
T000012103,B00004508,2025-04-24,13:48:53,C01154,S017,P0080,3,300,0,900,木
T000012104,B00004508,2025-04-24,13:48:53,C01154,S017,P0076,1,350,0,350,木
T000012105,B00004508,2025-04-24,13:48:53,C01154,S017,P0003,1,140,0,140,木
T000012106,B00004509,2025-02-06,19:42:04,C00837,S003,P0020,2,150,0,300,木
T000012107,B00004509,2025-02-06,19:42:04,C00837,S003,P0112,1,200,0,200,木
T000012108,B00004510,2025-02-13,12:31:22,C01356,S020,P0047,1,160,0,160,木
T000012109,B00004510,2025-02-13,12:31:22,C01356,S020,P0153,1,250,0,250,木
T000012110,B00004510,2025-02-13,12:31:22,C01356,S020,P0108,1,200,0,200,木
T000012111,B00004510,2025-02-13,12:31:22,C01356,S020,P0143,3,160,0,480,木
T000012112,B00004510,2025-02-13,12:31:22,C01356,S020,P0141,2,250,0,500,木
T000012113,B00004511,2025-01-10,13:15:48,C00238,S011,P0174,1,160,0,160,金
T000012114,B00004511,2025-01-10,13:15:48,C00238,S011,P0178,1,180,0,180,金
T000012115,B00004511,2025-01-10,13:15:48,C00238,S011,P0036,1,220,0,220,金
T000012116,B00004512,2025-12-31,19:00:45,C01723,S008,P0079,2,280,0,560,水
T000012117,B00004512,2025-12-31,19:00:45,C01723,S008,P0107,1,200,0,200,水
T000012118,B00004512,2025-12-31,19:00:45,C01723,S008,P0149,1,380,0,380,水
T000012119,B00004513,2026-01-24,19:03:42,C00140,S017,P0052,1,280,0,280,土
T000012120,B00004513,2026-01-24,19:03:42,C00140,S017,P0036,1,220,0,220,土
T000012121,B00004514,2024-07-31,18:16:29,C01753,S019,P0048,2,150,0,300,水
T000012122,B00004514,2024-07-31,18:16:29,C01753,S019,P0041,1,153,17,153,水
T000012123,B00004515,2025-03-08,19:54:01,C01369,S001,P0019,1,150,0,150,土
T000012124,B00004515,2025-03-08,19:54:01,C01369,S001,P0142,1,114,6,114,土
T000012125,B00004515,2025-03-08,19:54:01,C01369,S001,P0134,1,200,50,200,土
T000012126,B00004516,2026-01-15,16:51:49,C00518,S002,P0055,1,280,0,280,木
T000012127,B00004517,2025-07-05,13:14:30,C01138,S009,P0109,1,300,0,300,土
T000012128,B00004517,2025-07-05,13:14:30,C01138,S009,P0138,1,380,0,380,土
T000012129,B00004517,2025-07-05,13:14:30,C01138,S009,P0106,1,280,0,280,土
T000012130,B00004518,2025-12-15,13:04:42,C01685,S004,P0167,1,180,0,180,月
T000012131,B00004519,2024-07-22,10:31:44,C01210,S003,P0170,1,153,27,153,月
T000012132,B00004519,2024-07-22,10:31:44,C01210,S003,P0148,1,350,0,350,月
T000012133,B00004519,2024-07-22,10:31:44,C01210,S003,P0047,1,160,0,160,月
T000012134,B00004519,2024-07-22,10:31:44,C01210,S003,P0034,1,198,22,198,月
T000012135,B00004520,2025-10-16,14:40:31,C01616,S019,P0183,1,280,0,280,木
T000012136,B00004520,2025-10-16,14:40:31,C01616,S019,P0003,1,140,0,140,木
T000012137,B00004521,2026-01-15,16:58:50,C00315,S014,P0062,1,150,0,150,木
T000012138,B00004521,2026-01-15,16:58:50,C00315,S014,P0084,1,280,0,280,木
T000012139,B00004521,2026-01-15,16:58:50,C00315,S014,P0030,1,150,0,150,木
T000012140,B00004521,2026-01-15,16:58:50,C00315,S014,P0031,1,210,0,210,木
T000012141,B00004521,2026-01-15,16:58:50,C00315,S014,P0065,1,150,0,150,木
T000012142,B00004522,2024-12-21,17:15:13,C01886,S004,P0039,1,170,0,170,土
T000012143,B00004522,2024-12-21,17:15:13,C01886,S004,P0048,1,150,0,150,土
T000012144,B00004523,2024-10-02,15:17:05,C00471,S007,P0047,1,160,0,160,水
T000012145,B00004523,2024-10-02,15:17:05,C00471,S007,P0041,3,170,0,510,水
T000012146,B00004524,2024-05-23,17:10:38,C00089,S001,P0108,1,200,0,200,木
T000012147,B00004524,2024-05-23,17:10:38,C00089,S001,P0040,1,150,0,150,木
T000012148,B00004525,2025-05-04,11:50:41,C01002,S015,P0022,1,150,0,150,日
T000012149,B00004525,2025-05-04,11:50:41,C01002,S015,P0130,1,280,0,280,日
T000012150,B00004526,2025-05-29,11:31:04,C01641,S010,P0027,1,100,0,100,木
T000012151,B00004527,2025-01-04,08:19:55,C00698,S018,P0017,1,150,0,150,土
T000012152,B00004527,2025-01-04,08:19:55,C00698,S018,P0052,1,280,0,280,土
T000012153,B00004527,2025-01-04,08:19:55,C00698,S018,P0105,2,530,0,1060,土
T000012154,B00004527,2025-01-04,08:19:55,C00698,S018,P0097,1,220,0,220,土
T000012155,B00004527,2025-01-04,08:19:55,C00698,S018,P0156,1,220,0,220,土
T000012156,B00004528,2025-12-30,13:58:00,C00953,S017,P0174,1,128,32,128,火
T000012157,B00004528,2025-12-30,13:58:00,C00953,S017,P0036,1,220,0,220,火
T000012158,B00004529,2025-04-15,13:06:49,C01298,S005,P0062,1,150,0,150,火
T000012159,B00004529,2025-04-15,13:06:49,C01298,S005,P0020,1,150,0,150,火
T000012160,B00004530,2026-02-11,20:19:34,C01262,S016,P0191,1,380,0,380,水
T000012161,B00004530,2026-02-11,20:19:34,C01262,S016,P0131,1,270,0,270,水
T000012162,B00004531,2024-05-29,09:05:43,C01158,S017,P0182,1,200,0,200,水
T000012163,B00004531,2024-05-29,09:05:43,C01158,S017,P0103,1,500,0,500,水
T000012164,B00004531,2024-05-29,09:05:43,C01158,S017,P0155,1,250,0,250,水
T000012165,B00004531,2024-05-29,09:05:43,C01158,S017,P0082,1,238,12,238,水
T000012166,B00004531,2024-05-29,09:05:43,C01158,S017,P0156,1,220,0,220,水
T000012167,B00004531,2024-05-29,09:05:43,C01158,S017,P0139,1,200,0,200,水
T000012168,B00004532,2025-04-11,10:49:34,C01905,S012,P0026,1,160,0,160,金
T000012169,B00004533,2025-08-12,16:44:59,C00370,S014,P0048,1,150,0,150,火
T000012170,B00004533,2025-08-12,16:44:59,C00370,S014,P0041,2,170,0,340,火
T000012171,B00004534,2025-11-04,19:27:32,C01744,S012,P0082,1,250,0,250,火
T000012172,B00004534,2025-11-04,19:27:32,C01744,S012,P0040,2,150,0,300,火
T000012173,B00004535,2025-05-21,13:14:02,C00512,S010,P0037,1,150,0,150,水
T000012174,B00004535,2025-05-21,13:14:02,C00512,S010,P0174,1,160,0,160,水
T000012175,B00004535,2025-05-21,13:14:02,C00512,S010,P0082,3,250,0,750,水
T000012176,B00004536,2024-12-04,12:35:52,C00533,S007,P0099,1,220,0,220,水
T000012177,B00004537,2024-03-13,14:58:30,C00563,S008,P0033,1,220,0,220,水
T000012178,B00004537,2024-03-13,14:58:30,C00563,S008,P0016,1,150,0,150,水
T000012179,B00004537,2024-03-13,14:58:30,C00563,S008,P0049,1,150,0,150,水
T000012180,B00004538,2025-06-24,20:55:57,C01312,S010,P0047,1,160,0,160,火
T000012181,B00004538,2025-06-24,20:55:57,C01312,S010,P0165,1,150,0,150,火
T000012182,B00004539,2025-03-02,11:34:54,C01285,S009,P0040,1,150,0,150,日
T000012183,B00004539,2025-03-02,11:34:54,C01285,S009,P0048,1,150,0,150,日
T000012184,B00004540,2025-03-05,14:53:44,C01299,S015,P0169,2,150,0,300,水
T000012185,B00004540,2025-03-05,14:53:44,C01299,S015,P0050,1,150,0,150,水
T000012186,B00004540,2025-03-05,14:53:44,C01299,S015,P0052,1,280,0,280,水
T000012187,B00004541,2025-12-02,13:28:08,C00349,S011,P0087,1,300,0,300,火
T000012188,B00004541,2025-12-02,13:28:08,C00349,S011,P0053,1,250,0,250,火
T000012189,B00004541,2025-12-02,13:28:08,C00349,S011,P0113,2,280,0,560,火
T000012190,B00004541,2025-12-02,13:28:08,C00349,S011,P0150,2,380,0,760,火
T000012191,B00004542,2024-12-15,09:43:26,C01529,S014,P0118,1,350,0,350,日
T000012192,B00004542,2024-12-15,09:43:26,C01529,S014,P0169,1,150,0,150,日
T000012193,B00004542,2024-12-15,09:43:26,C01529,S014,P0064,1,250,0,250,日
T000012194,B00004542,2024-12-15,09:43:26,C01529,S014,P0145,1,400,0,400,日
T000012195,B00004543,2025-04-18,09:05:49,C01650,S013,P0126,1,350,0,350,金
T000012196,B00004543,2025-04-18,09:05:49,C01650,S013,P0110,1,280,0,280,金
T000012197,B00004544,2024-06-10,10:58:17,C00173,S007,P0084,2,280,0,560,月
T000012198,B00004544,2024-06-10,10:58:17,C00173,S007,P0048,1,150,0,150,月
T000012199,B00004545,2025-10-02,07:17:54,C00903,S020,P0084,1,280,0,280,木
T000012200,B00004545,2025-10-02,07:17:54,C00903,S020,P0128,2,220,0,440,木
T000012201,B00004545,2025-10-02,07:17:54,C00903,S020,P0088,2,171,9,342,木
T000012202,B00004546,2025-11-07,18:35:56,C01585,S006,P0126,1,350,0,350,金
T000012203,B00004546,2025-11-07,18:35:56,C01585,S006,P0112,1,200,0,200,金
T000012204,B00004547,2025-04-09,15:48:39,C01257,S003,P0160,1,550,0,550,水
T000012205,B00004547,2025-04-09,15:48:39,C01257,S003,P0131,1,257,13,257,水
T000012206,B00004548,2025-03-24,14:00:10,C00365,S004,P0126,1,350,0,350,月
T000012207,B00004548,2025-03-24,14:00:10,C00365,S004,P0175,1,160,0,160,月
T000012208,B00004549,2025-02-03,17:06:00,C01743,S005,P0059,3,180,0,540,月
T000012209,B00004549,2025-02-03,17:06:00,C01743,S005,P0160,1,440,110,440,月
T000012210,B00004549,2025-02-03,17:06:00,C01743,S005,P0177,1,150,0,150,月
T000012211,B00004549,2025-02-03,17:06:00,C01743,S005,P0106,3,280,0,840,月
T000012212,B00004550,2025-08-31,07:16:54,C01444,S018,P0015,1,160,0,160,日
T000012213,B00004550,2025-08-31,07:16:54,C01444,S018,P0128,1,220,0,220,日
T000012214,B00004550,2025-08-31,07:16:54,C01444,S018,P0099,1,220,0,220,日
T000012215,B00004551,2025-08-19,10:42:49,C00306,S014,P0080,1,300,0,300,火
T000012216,B00004551,2025-08-19,10:42:49,C00306,S014,P0107,1,200,0,200,火
T000012217,B00004551,2025-08-19,10:42:49,C00306,S014,P0156,1,220,0,220,火
T000012218,B00004552,2025-08-18,12:44:46,C00008,S008,P0160,1,550,0,550,月
T000012219,B00004552,2025-08-18,12:44:46,C00008,S008,P0131,3,270,0,810,月
T000012220,B00004553,2025-06-05,17:58:56,C00168,S007,P0034,1,220,0,220,木
T000012221,B00004553,2025-06-05,17:58:56,C00168,S007,P0006,1,110,0,110,木
T000012222,B00004553,2025-06-05,17:58:56,C00168,S007,P0164,1,160,0,160,木
T000012223,B00004554,2025-08-05,19:57:38,C01572,S015,P0015,1,160,0,160,火
T000012224,B00004554,2025-08-05,19:57:38,C01572,S015,P0159,1,700,0,700,火
T000012225,B00004555,2025-01-21,09:47:37,C00243,S006,P0155,1,250,0,250,火
T000012226,B00004555,2025-01-21,09:47:37,C00243,S006,P0141,1,250,0,250,火
T000012227,B00004555,2025-01-21,09:47:37,C00243,S006,P0143,1,160,0,160,火
T000012228,B00004555,2025-01-21,09:47:37,C00243,S006,P0095,1,230,0,230,火
T000012229,B00004556,2024-09-29,18:49:09,C00581,S006,P0175,1,160,0,160,日
T000012230,B00004556,2024-09-29,18:49:09,C00581,S006,P0077,1,350,0,350,日
T000012231,B00004557,2024-09-26,12:37:44,C01139,S005,P0100,1,220,0,220,木
T000012232,B00004557,2024-09-26,12:37:44,C01139,S005,P0031,3,210,0,630,木
T000012233,B00004558,2025-12-16,19:43:02,C00669,S002,P0134,1,250,0,250,火
T000012234,B00004558,2025-12-16,19:43:02,C00669,S002,P0161,1,280,0,280,火
T000012235,B00004559,2025-07-11,14:50:07,C01264,S018,P0047,1,160,0,160,金
T000012236,B00004559,2025-07-11,14:50:07,C01264,S018,P0048,3,150,0,450,金
T000012237,B00004559,2025-07-11,14:50:07,C01264,S018,P0041,1,170,0,170,金
T000012238,B00004560,2024-11-26,09:14:46,C01591,S006,P0015,1,160,0,160,火
T000012239,B00004560,2024-11-26,09:14:46,C01591,S006,P0171,1,150,0,150,火
T000012240,B00004560,2024-11-26,09:14:46,C01591,S006,P0185,1,280,0,280,火
T000012241,B00004560,2024-11-26,09:14:46,C01591,S006,P0115,1,250,0,250,火
T000012242,B00004561,2024-10-18,20:29:49,C00749,S015,P0154,1,250,0,250,金
T000012243,B00004561,2024-10-18,20:29:49,C00749,S015,P0142,1,120,0,120,金
T000012244,B00004561,2024-10-18,20:29:49,C00749,S015,P0105,1,530,0,530,金
T000012245,B00004562,2024-10-20,22:26:45,C00490,S011,P0076,1,350,0,350,日
T000012246,B00004563,2025-04-11,15:51:09,C01610,S012,P0052,1,280,0,280,金
