inventory_date,store_id,product_id,stock_quantity,reorder_point,safety_stock,days_of_supply,last_replenishment_date
2026-02-28,S003,P0065,3,2,1,7.2,2026-02-20
2026-02-28,S003,P0066,0,2,1,0.0,2026-02-21
2026-02-28,S003,P0067,0,2,1,0.0,2026-02-25
2026-02-28,S003,P0068,3,2,1,12.9,2026-02-28
2026-02-28,S003,P0069,0,2,1,0.0,2026-02-24
2026-02-28,S003,P0070,0,2,1,0.0,2026-02-22
2026-02-28,S003,P0071,0,2,1,0.0,2026-02-28
2026-02-28,S003,P0072,1,2,1,4.9,2026-02-24
2026-02-28,S003,P0073,1,2,1,5.8,2026-02-21
2026-02-28,S003,P0074,0,2,1,0.0,2026-02-21
2026-02-28,S003,P0075,1,2,1,2.1,2026-02-18
2026-02-28,S003,P0076,0,2,1,0.0,2026-02-26
2026-02-28,S003,P0077,0,2,1,0.0,2026-02-22
2026-02-28,S003,P0078,0,2,1,0.0,2026-02-26
2026-02-28,S003,P0079,1,2,1,2.7,2026-02-27
2026-02-28,S003,P0080,3,2,1,6.5,2026-02-20
2026-02-28,S003,P0081,0,2,1,0.0,2026-02-21
2026-02-28,S003,P0082,1,2,1,4.8,2026-02-28
2026-02-28,S003,P0083,0,2,1,0.0,2026-02-27
2026-02-28,S003,P0084,0,2,1,0.0,2026-02-28
2026-02-28,S003,P0085,0,2,1,0.0,2026-02-28
2026-02-28,S003,P0086,2,2,1,6.9,2026-02-19
2026-02-28,S003,P0087,1,2,1,3.2,2026-02-27
2026-02-28,S003,P0088,1,2,1,2.5,2026-02-19
2026-02-28,S003,P0089,0,2,1,0.0,2026-02-18
2026-02-28,S003,P0090,0,2,1,0.0,2026-02-20
2026-02-28,S003,P0091,0,2,1,0.0,2026-02-25
2026-02-28,S003,P0092,2,2,1,8.7,2026-02-28
2026-02-28,S003,P0093,0,2,1,0.0,2026-02-27
2026-02-28,S003,P0094,0,2,1,0.0,2026-02-25
2026-02-28,S003,P0095,1,2,1,2.1,2026-02-25
2026-02-28,S003,P0096,0,2,1,0.0,2026-02-25
2026-02-28,S003,P0097,1,2,1,2.7,2026-02-25
2026-02-28,S003,P0098,4,2,1,12.3,2026-02-28
2026-02-28,S003,P0099,4,3,1,8.2,2026-02-19
2026-02-28,S003,P0100,3,2,1,11.6,2026-02-25
2026-02-28,S003,P0101,0,2,1,0.0,2026-02-27
2026-02-28,S003,P0102,1,2,1,5.5,2026-02-24
2026-02-28,S003,P0103,0,2,1,0.0,2026-02-22
2026-02-28,S003,P0104,1,2,1,4.0,2026-02-20
2026-02-28,S003,P0105,0,2,1,0.0,2026-02-27
2026-02-28,S003,P0106,1,2,1,5.0,2026-02-28
2026-02-28,S003,P0107,0,2,1,0.0,2026-02-25
2026-02-28,S003,P0108,0,2,1,0.0,2026-02-24
2026-02-28,S003,P0109,1,2,1,7.5,2026-02-20
2026-02-28,S003,P0110,1,2,1,5.0,2026-02-27
2026-02-28,S003,P0111,1,2,1,7.5,2026-02-25
2026-02-28,S003,P0112,0,2,1,0.0,2026-02-22
2026-02-28,S003,P0113,0,2,1,0.0,2026-02-22
2026-02-28,S003,P0114,0,2,1,0.0,2026-02-20
2026-02-28,S003,P0115,1,2,1,2.4,2026-02-21
2026-02-28,S003,P0116,0,2,1,0.0,2026-02-21
2026-02-28,S003,P0117,0,2,1,0.0,2026-02-27
2026-02-28,S003,P0118,0,2,1,0.0,2026-02-25
2026-02-28,S003,P0119,0,2,1,0.0,2026-02-22
2026-02-28,S003,P0120,1,2,1,4.6,2026-02-20
2026-02-28,S003,P0121,0,2,1,0.0,2026-02-20
2026-02-28,S003,P0122,0,2,1,0.0,2026-02-21
2026-02-28,S003,P0123,1,2,1,7.5,2026-02-23
2026-02-28,S003,P0124,3,2,1,6.9,2026-02-22
2026-02-28,S003,P0125,0,2,1,0.0,2026-02-21
2026-02-28,S003,P0126,0,2,1,0.0,2026-02-19
2026-02-28,S003,P0127,1,2,1,6.0,2026-02-21
2026-02-28,S003,P0128,2,2,1,4.9,2026-02-23
2026-02-28,S003,P0129,0,2,1,0.0,2026-02-19
2026-02-28,S003,P0130,0,2,1,0.0,2026-02-28
2026-02-28,S003,P0131,0,2,1,0.0,2026-02-18
2026-02-28,S003,P0132,0,2,1,0.0,2026-02-23
2026-02-28,S003,P0133,2,2,1,8.2,2026-02-23
2026-02-28,S003,P0134,0,2,1,0.0,2026-02-23
2026-02-28,S003,P0135,1,2,1,15.0,2026-02-23
2026-02-28,S003,P0136,3,2,1,7.0,2026-02-22
2026-02-28,S003,P0137,0,2,1,0.0,2026-02-23
2026-02-28,S003,P0138,0,2,1,0.0,2026-02-22
2026-02-28,S003,P0139,0,2,1,0.0,2026-02-20
2026-02-28,S003,P0140,0,2,1,0.0,2026-02-24
2026-02-28,S003,P0141,0,2,1,0.0,2026-02-24
2026-02-28,S003,P0142,0,2,1,0.0,2026-02-21
2026-02-28,S003,P0143,4,2,1,11.7,2026-02-26
2026-02-28,S003,P0144,0,2,1,0.0,2026-02-22
2026-02-28,S003,P0145,1,2,1,7.1,2026-02-28
2026-02-28,S003,P0146,3,3,1,6.3,2026-02-27
2026-02-28,S003,P0147,0,2,1,0.0,2026-02-27
2026-02-28,S003,P0148,2,3,1,4.5,2026-02-27
2026-02-28,S003,P0149,0,2,1,0.0,2026-02-23
2026-02-28,S003,P0150,0,2,1,0.0,2026-02-18
2026-02-28,S003,P0151,2,2,1,7.5,2026-02-21
2026-02-28,S003,P0152,0,2,1,0.0,2026-02-19
2026-02-28,S003,P0153,4,2,1,10.1,2026-02-23
2026-02-28,S003,P0154,0,2,1,0.0,2026-02-28
2026-02-28,S003,P0155,0,2,1,0.0,2026-02-27
2026-02-28,S003,P0156,0,2,1,0.0,2026-02-20
2026-02-28,S003,P0157,0,2,1,0.0,2026-02-20
2026-02-28,S003,P0158,0,2,1,0.0,2026-02-22
2026-02-28,S003,P0159,1,2,1,6.1,2026-02-26
2026-02-28,S003,P0160,0,2,1,0.0,2026-02-20
2026-02-28,S003,P0161,1,2,1,6.6,2026-02-18
2026-02-28,S003,P0162,1,2,1,30.0,2026-02-21
2026-02-28,S003,P0163,0,2,1,0.0,2026-02-28
2026-02-28,S003,P0164,1,2,1,4.8,2026-02-22
2026-02-28,S003,P0165,0,2,1,0.0,2026-02-27
2026-02-28,S003,P0166,0,2,1,0.0,2026-02-23
2026-02-28,S003,P0167,0,2,1,0.0,2026-02-28
2026-02-28,S003,P0168,1,2,1,2.0,2026-02-24
2026-02-28,S003,P0169,0,2,1,0.0,2026-02-28
2026-02-28,S003,P0170,4,2,1,10.5,2026-02-22
2026-02-28,S003,P0171,3,2,1,9.9,2026-02-22
2026-02-28,S003,P0172,2,2,1,6.7,2026-02-21
2026-02-28,S003,P0173,3,2,1,8.7,2026-02-23
2026-02-28,S003,P0174,0,2,1,0.0,2026-02-18
2026-02-28,S003,P0175,0,2,1,0.0,2026-02-19
2026-02-28,S003,P0176,0,2,1,0.0,2026-02-21
2026-02-28,S003,P0177,0,2,1,0.0,2026-02-27
2026-02-28,S003,P0178,0,2,1,0.0,2026-02-26
2026-02-28,S003,P0179,3,2,1,11.4,2026-02-27
2026-02-28,S003,P0180,0,2,1,0.0,2026-02-28
2026-02-28,S003,P0181,0,2,1,0.0,2026-02-28
2026-02-28,S003,P0182,5,2,1,10.4,2026-02-20
2026-02-28,S003,P0183,3,2,1,7.4,2026-02-21
2026-02-28,S003,P0184,1,2,1,3.5,2026-02-20
2026-02-28,S003,P0185,0,2,1,0.0,2026-02-19
2026-02-28,S003,P0186,0,2,1,0.0,2026-02-23
2026-02-28,S003,P0187,1,2,1,6.4,2026-02-24
2026-02-28,S003,P0188,0,2,1,0.0,2026-02-23
2026-02-28,S003,P0189,0,2,1,0.0,2026-02-21
2026-02-28,S003,P0190,0,2,1,0.0,2026-02-25
2026-02-28,S003,P0191,1,2,1,4.8,2026-02-23
2026-02-28,S003,P0192,0,2,1,0.0,2026-02-28
2026-02-28,S004,P0001,0,2,1,0.0,2026-02-22
2026-02-28,S004,P0002,0,2,1,0.0,2026-02-24
2026-02-28,S004,P0003,0,2,1,0.0,2026-02-25
2026-02-28,S004,P0004,1,2,1,6.9,2026-02-26
2026-02-28,S004,P0005,0,2,1,0.0,2026-02-27
2026-02-28,S004,P0006,1,2,1,9.0,2026-02-23
2026-02-28,S004,P0007,0,2,1,0.0,2026-02-25
2026-02-28,S004,P0008,1,2,1,6.0,2026-02-27
2026-02-28,S004,P0009,0,2,1,0.0,2026-02-24
2026-02-28,S004,P0010,0,2,1,0.0,2026-02-23
2026-02-28,S004,P0011,4,2,1,10.8,2026-02-28
2026-02-28,S004,P0012,4,2,1,9.7,2026-02-27
2026-02-28,S004,P0013,0,2,1,0.0,2026-02-25
2026-02-28,S004,P0014,0,2,1,0.0,2026-02-27
2026-02-28,S004,P0015,2,2,1,7.7,2026-02-21
2026-02-28,S004,P0016,0,2,1,0.0,2026-02-28
2026-02-28,S004,P0017,0,2,1,0.0,2026-02-19
2026-02-28,S004,P0018,0,2,1,0.0,2026-02-27
2026-02-28,S004,P0019,0,2,1,0.0,2026-02-18
2026-02-28,S004,P0020,4,2,1,8.3,2026-02-25
2026-02-28,S004,P0021,0,2,1,0.0,2026-02-23
2026-02-28,S004,P0022,0,2,1,0.0,2026-02-27
2026-02-28,S004,P0023,0,2,1,0.0,2026-02-26
2026-02-28,S004,P0024,0,2,1,0.0,2026-02-23
2026-02-28,S004,P0025,2,2,1,10.2,2026-02-19
2026-02-28,S004,P0026,2,2,1,5.0,2026-02-25
2026-02-28,S004,P0027,0,2,1,0.0,2026-02-18
2026-02-28,S004,P0028,0,2,1,0.0,2026-02-25
2026-02-28,S004,P0029,0,2,1,0.0,2026-02-25
2026-02-28,S004,P0030,1,2,1,3.1,2026-02-26
2026-02-28,S004,P0031,2,2,1,4.6,2026-02-26
2026-02-28,S004,P0032,3,2,1,6.3,2026-02-21
2026-02-28,S004,P0033,0,2,1,0.0,2026-02-27
2026-02-28,S004,P0034,0,2,1,0.0,2026-02-27
2026-02-28,S004,P0035,3,3,1,6.2,2026-02-18
2026-02-28,S004,P0036,0,2,1,0.0,2026-02-20
2026-02-28,S004,P0037,0,2,1,0.0,2026-02-23
2026-02-28,S004,P0038,2,2,1,10.8,2026-02-19
2026-02-28,S004,P0039,0,2,1,0.0,2026-02-21
2026-02-28,S004,P0040,0,2,1,0.0,2026-02-24
2026-02-28,S004,P0041,0,2,1,0.0,2026-02-20
2026-02-28,S004,P0042,1,2,1,2.9,2026-02-26
2026-02-28,S004,P0043,1,2,1,2.5,2026-02-22
2026-02-28,S004,P0044,0,2,1,0.0,2026-02-21
2026-02-28,S004,P0045,0,2,1,0.0,2026-02-27
2026-02-28,S004,P0046,0,2,1,0.0,2026-02-23
2026-02-28,S004,P0047,0,2,1,0.0,2026-02-28
2026-02-28,S004,P0048,0,2,1,0.0,2026-02-20
2026-02-28,S004,P0049,3,2,1,9.0,2026-02-25
2026-02-28,S004,P0050,0,2,1,0.0,2026-02-22
2026-02-28,S004,P0051,0,2,1,0.0,2026-02-27
2026-02-28,S004,P0052,1,2,1,3.0,2026-02-27
2026-02-28,S004,P0053,0,2,1,0.0,2026-02-25
2026-02-28,S004,P0054,0,2,1,0.0,2026-02-23
2026-02-28,S004,P0055,0,2,1,0.0,2026-02-28
2026-02-28,S004,P0056,1,2,1,2.1,2026-02-20
2026-02-28,S004,P0057,4,2,1,8.3,2026-02-21
2026-02-28,S004,P0058,1,2,1,10.0,2026-02-19
2026-02-28,S004,P0059,0,2,1,0.0,2026-02-18
2026-02-28,S004,P0060,1,2,1,7.5,2026-02-26
2026-02-28,S004,P0061,0,2,1,0.0,2026-02-26
2026-02-28,S004,P0062,0,2,1,0.0,2026-02-19
2026-02-28,S004,P0063,1,2,1,10.0,2026-02-22
2026-02-28,S004,P0064,0,2,1,0.0,2026-02-18
2026-02-28,S004,P0065,0,2,1,0.0,2026-02-25
2026-02-28,S004,P0066,0,2,1,0.0,2026-02-28
2026-02-28,S004,P0067,0,2,1,0.0,2026-02-20
2026-02-28,S004,P0068,1,2,1,6.0,2026-02-27
2026-02-28,S004,P0069,0,2,1,0.0,2026-02-19
2026-02-28,S004,P0070,0,2,1,0.0,2026-02-19
2026-02-28,S004,P0071,4,2,1,10.6,2026-02-23
2026-02-28,S004,P0072,0,2,1,0.0,2026-02-25
2026-02-28,S004,P0073,0,2,1,0.0,2026-02-23
2026-02-28,S004,P0074,1,2,1,4.2,2026-02-21
2026-02-28,S004,P0075,1,2,1,4.6,2026-02-22
2026-02-28,S004,P0076,0,2,1,0.0,2026-02-20
2026-02-28,S004,P0077,0,2,1,0.0,2026-02-26
2026-02-28,S004,P0078,0,2,1,0.0,2026-02-27
2026-02-28,S004,P0079,1,2,1,6.7,2026-02-19
2026-02-28,S004,P0080,1,2,1,9.8,2026-02-26
2026-02-28,S004,P0081,1,2,1,2.1,2026-02-23
2026-02-28,S004,P0082,0,2,1,0.0,2026-02-27
2026-02-28,S004,P0083,0,2,1,0.0,2026-02-24
2026-02-28,S004,P0084,0,2,1,0.0,2026-02-18
2026-02-28,S004,P0085,0,2,1,0.0,2026-02-18
2026-02-28,S004,P0086,0,2,1,0.0,2026-02-28
2026-02-28,S004,P0087,0,2,1,0.0,2026-02-25
2026-02-28,S004,P0088,1,2,1,2.5,2026-02-18
2026-02-28,S004,P0089,1,2,1,3.0,2026-02-25
2026-02-28,S004,P0090,0,2,1,0.0,2026-02-20
2026-02-28,S004,P0091,0,2,1,0.0,2026-02-19
2026-02-28,S004,P0092,5,2,1,12.3,2026-02-24
2026-02-28,S004,P0093,0,2,1,0.0,2026-02-26
2026-02-28,S004,P0094,1,2,1,7.5,2026-02-19
2026-02-28,S004,P0095,1,2,1,10.0,2026-02-23
2026-02-28,S004,P0096,0,2,1,0.0,2026-02-22
2026-02-28,S004,P0097,0,2,1,0.0,2026-02-21
2026-02-28,S004,P0098,3,2,1,11.3,2026-02-28
2026-02-28,S004,P0099,0,2,1,0.0,2026-02-20
2026-02-28,S004,P0100,3,2,1,9.1,2026-02-21
2026-02-28,S004,P0101,3,2,1,6.8,2026-02-21
2026-02-28,S004,P0102,0,2,1,0.0,2026-02-19
2026-02-28,S004,P0103,0,2,1,0.0,2026-02-21
2026-02-28,S004,P0104,4,2,1,12.3,2026-02-20
2026-02-28,S004,P0105,3,2,1,12.4,2026-02-27
2026-02-28,S004,P0106,3,3,1,6.9,2026-02-22
2026-02-28,S004,P0107,1,2,1,6.0,2026-02-26
2026-02-28,S004,P0108,0,2,1,0.0,2026-02-20
2026-02-28,S004,P0109,0,2,1,0.0,2026-02-19
2026-02-28,S004,P0110,0,2,1,0.0,2026-02-23
2026-02-28,S004,P0111,0,2,1,0.0,2026-02-24
2026-02-28,S004,P0112,0,2,1,0.0,2026-02-26
2026-02-28,S004,P0113,1,2,1,5.0,2026-02-25
2026-02-28,S004,P0114,0,2,1,0.0,2026-02-23
2026-02-28,S004,P0115,1,2,1,5.0,2026-02-20
2026-02-28,S004,P0116,0,2,1,0.0,2026-02-18
2026-02-28,S004,P0117,0,2,1,0.0,2026-02-26
2026-02-28,S004,P0118,1,2,1,3.7,2026-02-21
2026-02-28,S004,P0119,0,2,1,0.0,2026-02-20
2026-02-28,S004,P0120,2,2,1,10.0,2026-02-18
2026-02-28,S004,P0121,0,2,1,0.0,2026-02-20
2026-02-28,S004,P0122,0,2,1,0.0,2026-02-25
2026-02-28,S004,P0123,1,2,1,5.7,2026-02-28
2026-02-28,S004,P0124,0,2,1,0.0,2026-02-24
2026-02-28,S004,P0125,0,2,1,0.0,2026-02-28
2026-02-28,S004,P0126,0,2,1,0.0,2026-02-23
2026-02-28,S004,P0127,0,2,1,0.0,2026-02-22
2026-02-28,S004,P0128,0,2,1,0.0,2026-02-24
2026-02-28,S004,P0129,0,2,1,0.0,2026-02-18
2026-02-28,S004,P0130,0,2,1,0.0,2026-02-20
2026-02-28,S004,P0131,1,2,1,6.0,2026-02-20
2026-02-28,S004,P0132,1,2,1,4.3,2026-02-26
2026-02-28,S004,P0133,1,2,1,2.1,2026-02-25
2026-02-28,S004,P0134,0,2,1,0.0,2026-02-20
2026-02-28,S004,P0135,4,2,1,9.6,2026-02-26
2026-02-28,S004,P0136,3,2,1,6.5,2026-02-27
2026-02-28,S004,P0137,0,2,1,0.0,2026-02-24
2026-02-28,S004,P0138,0,2,1,0.0,2026-02-20
2026-02-28,S004,P0139,0,2,1,0.0,2026-02-28
2026-02-28,S004,P0140,0,2,1,0.0,2026-02-26
2026-02-28,S004,P0141,0,2,1,0.0,2026-02-20
2026-02-28,S004,P0142,4,2,1,8.8,2026-02-28
2026-02-28,S004,P0143,0,2,1,0.0,2026-02-19
2026-02-28,S004,P0144,0,2,1,0.0,2026-02-22
2026-02-28,S004,P0145,0,2,1,0.0,2026-02-21
2026-02-28,S004,P0146,0,2,1,0.0,2026-02-22
2026-02-28,S004,P0147,0,2,1,0.0,2026-02-21
2026-02-28,S004,P0148,0,2,1,0.0,2026-02-26
2026-02-28,S004,P0149,0,2,1,0.0,2026-02-28
2026-02-28,S004,P0150,0,2,1,0.0,2026-02-27
2026-02-28,S004,P0151,4,2,1,10.7,2026-02-19
2026-02-28,S004,P0152,0,2,1,0.0,2026-02-20
2026-02-28,S004,P0153,5,2,1,11.6,2026-02-19
2026-02-28,S004,P0154,1,2,1,4.1,2026-02-19
2026-02-28,S004,P0155,0,2,1,0.0,2026-02-19
2026-02-28,S004,P0156,4,2,1,8.9,2026-02-28
2026-02-28,S004,P0157,0,2,1,0.0,2026-02-26
2026-02-28,S004,P0158,3,2,1,10.0,2026-02-22
2026-02-28,S004,P0159,2,2,1,12.0,2026-02-28
2026-02-28,S004,P0160,0,2,1,0.0,2026-02-27
2026-02-28,S004,P0161,0,2,1,0.0,2026-02-19
2026-02-28,S004,P0162,0,2,1,0.0,2026-02-21
2026-02-28,S004,P0163,0,2,1,0.0,2026-02-21
2026-02-28,S004,P0164,0,2,1,0.0,2026-02-18
2026-02-28,S004,P0165,0,2,1,0.0,2026-02-22
2026-02-28,S004,P0166,2,2,1,9.3,2026-02-19
2026-02-28,S004,P0167,0,2,1,0.0,2026-02-25
2026-02-28,S004,P0168,5,2,1,12.9,2026-02-28
2026-02-28,S004,P0169,0,2,1,0.0,2026-02-20
2026-02-28,S004,P0170,0,2,1,0.0,2026-02-27
2026-02-28,S004,P0171,2,2,1,7.6,2026-02-23
2026-02-28,S004,P0172,3,2,1,9.8,2026-02-24
2026-02-28,S004,P0173,0,2,1,0.0,2026-02-20
2026-02-28,S004,P0174,0,2,1,0.0,2026-02-26
2026-02-28,S004,P0175,2,3,1,4.1,2026-02-18
2026-02-28,S004,P0176,0,2,1,0.0,2026-02-19
2026-02-28,S004,P0177,0,2,1,0.0,2026-02-24
2026-02-28,S004,P0178,5,2,1,11.9,2026-02-20
2026-02-28,S004,P0179,4,2,1,11.4,2026-02-20
2026-02-28,S004,P0180,1,2,1,30.0,2026-02-21
2026-02-28,S004,P0181,0,2,1,0.0,2026-02-28
2026-02-28,S004,P0182,0,2,1,0.0,2026-02-18
2026-02-28,S004,P0183,0,2,1,0.0,2026-02-27
2026-02-28,S004,P0184,1,2,1,15.0,2026-02-20
2026-02-28,S004,P0185,0,2,1,0.0,2026-02-24
2026-02-28,S004,P0186,0,2,1,0.0,2026-02-26
2026-02-28,S004,P0187,0,2,1,0.0,2026-02-23
2026-02-28,S004,P0188,0,2,1,0.0,2026-02-23
2026-02-28,S004,P0189,0,2,1,0.0,2026-02-26
2026-02-28,S004,P0190,4,2,1,11.6,2026-02-28
2026-02-28,S004,P0191,0,2,1,0.0,2026-02-24
2026-02-28,S004,P0192,2,2,1,5.7,2026-02-18
2026-02-28,S005,P0001,0,2,1,0.0,2026-02-21
2026-02-28,S005,P0002,0,2,1,0.0,2026-02-26
2026-02-28,S005,P0003,0,2,1,0.0,2026-02-18
2026-02-28,S005,P0004,0,2,1,0.0,2026-02-21
2026-02-28,S005,P0005,0,2,1,0.0,2026-02-22
2026-02-28,S005,P0006,0,2,1,0.0,2026-02-27
2026-02-28,S005,P0007,0,2,1,0.0,2026-02-19
2026-02-28,S005,P0008,0,2,1,0.0,2026-02-19
2026-02-28,S005,P0009,2,2,1,5.7,2026-02-28
2026-02-28,S005,P0010,0,2,1,0.0,2026-02-21
2026-02-28,S005,P0011,0,2,1,0.0,2026-02-21
2026-02-28,S005,P0012,2,2,1,9.2,2026-02-19
2026-02-28,S005,P0013,1,2,1,6.0,2026-02-26
2026-02-28,S005,P0014,2,2,1,10.6,2026-02-20
2026-02-28,S005,P0015,0,2,1,0.0,2026-02-19
2026-02-28,S005,P0016,1,2,1,10.0,2026-02-26
2026-02-28,S005,P0017,0,2,1,0.0,2026-02-21
2026-02-28,S005,P0018,1,2,1,2.9,2026-02-19
2026-02-28,S005,P0019,1,2,1,5.6,2026-02-23
2026-02-28,S005,P0020,0,2,1,0.0,2026-02-25
2026-02-28,S005,P0021,0,2,1,0.0,2026-02-23
2026-02-28,S005,P0022,1,2,1,4.9,2026-02-18
2026-02-28,S005,P0023,1,2,1,5.5,2026-02-18
2026-02-28,S005,P0024,2,2,1,5.1,2026-02-18
2026-02-28,S005,P0025,0,2,1,0.0,2026-02-28
2026-02-28,S005,P0026,0,2,1,0.0,2026-02-23
2026-02-28,S005,P0027,0,2,1,0.0,2026-02-18
2026-02-28,S005,P0028,1,2,1,7.5,2026-02-19
2026-02-28,S005,P0029,4,2,1,9.0,2026-02-26
2026-02-28,S005,P0030,0,2,1,0.0,2026-02-25
2026-02-28,S005,P0031,3,2,1,7.6,2026-02-23
2026-02-28,S005,P0032,0,2,1,0.0,2026-02-23
2026-02-28,S005,P0033,1,2,1,5.0,2026-02-22
2026-02-28,S005,P0034,0,2,1,0.0,2026-02-21
2026-02-28,S005,P0035,0,2,1,0.0,2026-02-24
2026-02-28,S005,P0036,0,2,1,0.0,2026-02-20
2026-02-28,S005,P0037,1,2,1,4.3,2026-02-20
2026-02-28,S005,P0038,2,2,1,10.0,2026-02-27
2026-02-28,S005,P0039,0,2,1,0.0,2026-02-19
2026-02-28,S005,P0040,1,2,1,5.0,2026-02-24
2026-02-28,S005,P0041,0,2,1,0.0,2026-02-28
2026-02-28,S005,P0042,4,3,1,8.5,2026-02-24
2026-02-28,S005,P0043,1,2,1,4.2,2026-02-22
2026-02-28,S005,P0044,1,2,1,6.0,2026-02-24
2026-02-28,S005,P0045,2,2,1,6.4,2026-02-24
2026-02-28,S005,P0046,0,2,1,0.0,2026-02-23
2026-02-28,S005,P0047,0,2,1,0.0,2026-02-25
2026-02-28,S005,P0048,0,2,1,0.0,2026-02-23
2026-02-28,S005,P0049,0,2,1,0.0,2026-02-26
2026-02-28,S005,P0050,0,2,1,0.0,2026-02-19
2026-02-28,S005,P0051,0,2,1,0.0,2026-02-24
2026-02-28,S005,P0052,0,2,1,0.0,2026-02-25
2026-02-28,S005,P0053,1,2,1,4.6,2026-02-21
2026-02-28,S005,P0054,0,2,1,0.0,2026-02-27
2026-02-28,S005,P0055,1,2,1,10.0,2026-02-21
2026-02-28,S005,P0056,1,2,1,7.5,2026-02-25
2026-02-28,S005,P0057,0,2,1,0.0,2026-02-25
2026-02-28,S005,P0058,5,2,1,13.0,2026-02-18
2026-02-28,S005,P0059,1,2,1,10.0,2026-02-23
2026-02-28,S005,P0060,1,2,1,3.1,2026-02-21
2026-02-28,S005,P0061,0,2,1,0.0,2026-02-21
2026-02-28,S005,P0062,0,2,1,0.0,2026-02-19
2026-02-28,S005,P0063,1,2,1,4.5,2026-02-21
2026-02-28,S005,P0064,0,2,1,0.0,2026-02-20
2026-02-28,S005,P0065,2,2,1,13.4,2026-02-26
2026-02-28,S005,P0066,1,2,1,2.3,2026-02-28
2026-02-28,S005,P0067,0,2,1,0.0,2026-02-24
2026-02-28,S005,P0068,0,2,1,0.0,2026-02-27
2026-02-28,S005,P0069,1,2,1,3.3,2026-02-24
2026-02-28,S005,P0070,1,2,1,7.2,2026-02-25
2026-02-28,S005,P0071,3,2,1,8.7,2026-02-21
2026-02-28,S005,P0072,0,2,1,0.0,2026-02-20
2026-02-28,S005,P0073,1,2,1,5.3,2026-02-22
2026-02-28,S005,P0074,2,2,1,9.3,2026-02-27
2026-02-28,S005,P0075,1,2,1,7.3,2026-02-20
2026-02-28,S005,P0076,0,2,1,0.0,2026-02-19
2026-02-28,S005,P0077,0,2,1,0.0,2026-02-24
2026-02-28,S005,P0078,5,2,1,12.0,2026-02-20
2026-02-28,S005,P0079,3,2,1,7.9,2026-02-25
2026-02-28,S005,P0080,1,2,1,3.3,2026-02-21
2026-02-28,S005,P0081,0,2,1,0.0,2026-02-27
2026-02-28,S005,P0082,0,2,1,0.0,2026-02-18
2026-02-28,S005,P0083,0,2,1,0.0,2026-02-25
2026-02-28,S005,P0084,0,2,1,0.0,2026-02-25
2026-02-28,S005,P0085,0,2,1,0.0,2026-02-26
2026-02-28,S005,P0086,4,2,1,13.8,2026-02-21
2026-02-28,S005,P0087,2,2,1,5.7,2026-02-18
2026-02-28,S005,P0088,0,2,1,0.0,2026-02-18
2026-02-28,S005,P0089,0,2,1,0.0,2026-02-28
2026-02-28,S005,P0090,2,2,1,7.0,2026-02-23
2026-02-28,S005,P0091,4,2,1,10.1,2026-02-22
2026-02-28,S005,P0092,2,2,1,6.4,2026-02-21
2026-02-28,S005,P0093,0,2,1,0.0,2026-02-22
2026-02-28,S005,P0094,2,2,1,10.0,2026-02-23
2026-02-28,S005,P0095,4,2,1,9.1,2026-02-28
2026-02-28,S005,P0096,0,2,1,0.0,2026-02-21
2026-02-28,S005,P0097,5,2,1,11.7,2026-02-25
2026-02-28,S005,P0098,0,2,1,0.0,2026-02-23
2026-02-28,S005,P0099,0,2,1,0.0,2026-02-21
2026-02-28,S005,P0100,0,2,1,0.0,2026-02-28
2026-02-28,S005,P0101,0,2,1,0.0,2026-02-25
2026-02-28,S005,P0102,0,2,1,0.0,2026-02-23
2026-02-28,S005,P0103,0,2,1,0.0,2026-02-24
2026-02-28,S005,P0104,0,2,1,0.0,2026-02-21
2026-02-28,S005,P0105,0,2,1,0.0,2026-02-27
2026-02-28,S005,P0106,3,2,1,6.9,2026-02-20
2026-02-28,S005,P0107,3,2,1,9.0,2026-02-28
2026-02-28,S005,P0108,1,2,1,5.0,2026-02-25
2026-02-28,S005,P0109,1,2,1,7.5,2026-02-19
2026-02-28,S005,P0110,1,2,1,7.5,2026-02-22
2026-02-28,S005,P0111,0,2,1,0.0,2026-02-23
2026-02-28,S005,P0112,1,2,1,6.0,2026-02-21
2026-02-28,S005,P0113,1,2,1,10.0,2026-02-21
2026-02-28,S005,P0114,0,2,1,0.0,2026-02-22
2026-02-28,S005,P0115,0,2,1,0.0,2026-02-21
2026-02-28,S005,P0116,1,2,1,2.3,2026-02-24
2026-02-28,S005,P0117,0,2,1,0.0,2026-02-25
2026-02-28,S005,P0118,0,2,1,0.0,2026-02-27
2026-02-28,S005,P0119,0,2,1,0.0,2026-02-25
2026-02-28,S005,P0120,0,2,1,0.0,2026-02-19
2026-02-28,S005,P0121,0,2,1,0.0,2026-02-27
2026-02-28,S005,P0122,1,2,1,3.4,2026-02-22
2026-02-28,S005,P0123,0,2,1,0.0,2026-02-27
2026-02-28,S005,P0124,3,2,1,10.3,2026-02-18
2026-02-28,S005,P0125,0,2,1,0.0,2026-02-20
2026-02-28,S005,P0126,0,2,1,0.0,2026-02-22
2026-02-28,S005,P0127,2,2,1,10.0,2026-02-27
2026-02-28,S005,P0128,0,2,1,0.0,2026-02-25
2026-02-28,S005,P0129,0,2,1,0.0,2026-02-18
2026-02-28,S005,P0130,0,2,1,0.0,2026-02-26
